SSS JG,90th,75th,50th,25th,10th,AB+,AB+-25%,AB++25%,Job Grade(SSS Guide Chart),Fullname,Compa Range,Mid (yearly),Min (yearly),Max (yearly)
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$816552,612414,1020690,9,Mort Alliston,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$819072,614304,1023840,9,Karina Weddup,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$819624,614718,1024530,9,Basilius MacAlpin,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$822096,616572,1027620,9,Joyce Goor,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$823548,617661,1029435,9,Rod Durston,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$823656,617742,1029570,9,Sheffield Feldon,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$824916,618687,1031145,9,Maximilien Bodimeade,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$825144,618858,1031430,9,Juliette Nissle,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$825840,619380,1032300,9,Dud Durdan,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$828936,621702,1036170,9,Madalena Leneham,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$829428,622071,1036785,9,Yvor Walaron,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$831900,623925,1039875,9,Vannie Kissell,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$832128,624096,1040160,9,Haley Macilhench,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$832824,624618,1041030,9,Fiorenze Arcase,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$834468,625851,1043085,9,Pierce Abadam,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$836136,627102,1045170,9,Freda Bartolijn,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$836964,627723,1046205,9,Kayley Snoad,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$840816,630612,1051020,9,Ameline Hawton,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$842184,631638,1052730,9,Melvin McGeneay,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$842424,631818,1053030,9,Alice Brabon,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$844740,633555,1055925,9,Johan Rudinger,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$845460,634095,1056825,9,Michail Pimblotte,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$845844,634383,1057305,9,Husain Frizzell,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$846420,634815,1058025,9,Olvan Pilgram,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$846552,634914,1058190,9,Ellery Hartopp,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$848184,636138,1060230,9,Garrett Forrester,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$848844,636633,1061055,9,Glenna Blackston,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$849192,636894,1061490,9,Andee Kenen,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$849252,636939,1061565,9,Vitoria MacVaugh,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$849444,637083,1061805,9,Judye Offield,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$849708,637281,1062135,9,Marcos Bowcher,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$850188,637641,1062735,9,Noll Antoniottii,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$850464,637848,1063080,9,Briggs Pettet,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$854376,640782,1067970,9,Petrina Inkpin,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$854412,640809,1068015,9,Rickey Shere,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$855084,641313,1068855,9,Jillayne Goshawke,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$856188,642141,1070235,9,Faina Bewshaw,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$858612,643959,1073265,9,Blake Duffrie,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$858636,643977,1073295,9,Cortney Wann,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$860376,645282,1075470,9,Jaime Luca,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$861852,646389,1077315,9,Lovell Clee,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$861984,646488,1077480,9,Colby Yakebowitch,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$864684,648513,1080855,9,Karylin Aphale,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$865416,649062,1081770,9,Candis Defew,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$868260,651195,1085325,9,Brit Seine,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$871464,653598,1089330,9,Ronni Beechcraft,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$871668,653751,1089585,9,Lew Muzzall,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$871668,653751,1089585,9,Standford Dodshun,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$872256,654192,1090320,9,Shay Casburn,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$873096,654822,1091370,9,Bail Elsworth,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$873528,655146,1091910,9,Jaquelin Kite,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$874080,655560,1092600,9,Brian Josskovitz,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$876900,657675,1096125,9,Kristo Casaro,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$879912,659934,1099890,9,Hoebart Bennen,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$880668,660501,1100835,9,Tristan Albro,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$881976,661482,1102470,9,Cthrine Harg,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$882924,662193,1103655,9,Doralin Whiley,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$883716,662787,1104645,9,Horst Mynett,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$883836,662877,1104795,9,Ashil Kenwrick,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$885900,664425,1107375,9,Nowell Prettyjohns,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$887016,665262,1108770,9,Lewiss Janosevic,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$889152,666864,1111440,9,Letta Mattea,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$890064,667548,1112580,9,Hillel Quenby,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$891768,668826,1114710,9,Baxy Goodliff,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$893496,670122,1116870,9,Steven Bucktrout,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$894180,670635,1117725,9,Herculie Wasielewicz,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$894180,670635,1117725,9,Nikita Pettis,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$903000,677250,1128750,9,Julee Corfield,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$903000,677250,1128750,9,Lorrayne Pinnington,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$903300,677475,1129125,9,Vanya Gittoes,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$906660,679995,1133325,9,Raynor Deane,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$907620,680715,1134525,9,Vernor Farrell,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$908004,681003,1135005,9,Stillman Castiello,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$908856,681642,1136070,9,Sibley Jeans,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$909720,682290,1137150,9,Gwenora Fourcade,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$909792,682344,1137240,9,Shaughn Wehden,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$909792,682344,1137240,9,Verne Heads,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$909852,682389,1137315,9,Claresta Impy,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$911376,683532,1139220,9,Allyn Glyde,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$912684,684513,1140855,9,Roseanne Thrustle,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$913596,685197,1141995,9,Giustino Boyan,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$915972,686979,1144965,9,John Tempest,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$917784,688338,1147230,9,Venita Rottery,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$918216,688662,1147770,9,Brigitta Larkins,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$920316,690237,1150395,9,Lindy Rawstorne,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$921912,691434,1152390,9,Benyamin Wasielewicz,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$924468,693351,1155585,9,Catie McCuish,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$925632,694224,1157040,9,Karlen Gulston,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$927228,695421,1159035,9,Kaylil Blenkiron,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$928296,696222,1160370,9,Frannie Dunrige,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$929040,696780,1161300,9,Dalton Liddicoat,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$933576,700182,1166970,9,Loella Woodrough,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$934860,701145,1168575,9,Nora Gittoes,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$938904,704178,1173630,9,Leshia Jenking,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$939180,704385,1173975,9,Cybill Mitkin,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$939300,704475,1174125,9,Gleda Verzey,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$941604,706203,1177005,9,Nataniel Garrattley,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$942492,706869,1178115,9,Blake Louys,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$944064,708048,1180080,9,Ruprecht Blatchford,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$944712,708534,1180890,9,Tadeas Lackney,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$944820,708615,1181025,9,Ollie Chellam,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$944916,708687,1181145,9,Giusto Raynes,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$947208,710406,1184010,9,Adriano Blackshaw,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$947244,710433,1184055,9,Ginevra Edson,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$951888,713916,1189860,9,Shandeigh Plott,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$951948,713961,1189935,9,Zacharie Manuaud,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$956688,717516,1195860,9,Hirsch Broadnicke,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$957936,718452,1197420,9,Mendie Readie,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$959880,719910,1199850,9,Cris Jeram,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$962832,722124,1203540,9,Boyce Heditch,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$964488,723366,1205610,9,Leia Jackes,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$969348,727011,1211685,9,Illa MacPherson,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$971700,728775,1214625,9,Lola Gatecliffe,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$972408,729306,1215510,9,Wilburt Feldhuhn,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$973380,730035,1216725,9,Purcell Keig,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$975528,731646,1219410,9,Corbett Weippert,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$975564,731673,1219455,9,Lovell Larmor,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$976668,732501,1220835,9,Bathsheba Ablewhite,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$979848,734886,1224810,9,Forester Bentjens,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$980712,735534,1225890,9,Kerwinn Fassum,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$982668,737001,1228335,9,Germaine Clubley,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$982872,737154,1228590,9,Alexandro De Pietri,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$983688,737766,1229610,9,Melvin Bansal,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$985188,738891,1231485,9,Carlyn Pavese,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$985764,739323,1232205,9,Catharina Sandle,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$986088,739566,1232610,9,Heywood Westnage,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$987744,740808,1234680,9,Averill Dwyr,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$988284,741213,1235355,9,Wandis Needs,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$988860,741645,1236075,9,Hilly Giocannoni,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$996768,747576,1245960,9,Bart Jebb,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$1003080,752310,1253850,9,Amye Townes,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$1004124,753093,1255155,9,Sheryl Bridell,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$1006368,754776,1257960,9,Haily Jordi,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$1006728,755046,1258410,9,Randie Tolliday,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$1007412,755559,1259265,9,Haywood Ruprich,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$1014696,761022,1268370,9,Dunstan Whife,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$1017240,762930,1271550,9,Barbi Wilsher,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
9,฿3767138.644,฿2820505.3983,฿1951108.6428,฿1442655.1314,฿1136656.6677,$1019820,764865,1274775,9,Quinton McAllister,Below 75%,฿1500452.142,฿1125339.1065,฿1875565.1775
